ID	__name__	probes_0	prediction_1	prediction_2	prediction_3	prediction_4	prediction_5	labels	R@1	R@5
101235	The Great Gatsby	The Great Gatsby is a movie, of the genre <mask>.	 classic	 of	 1925	 baseball	 comedy	Drama	0.0	0.0
101247	Westward the Women	Westward the Women is a movie, of the genre <mask>.	 variety	 genre	 kind	 above	 thereof	Drama|Western	0.0	0.0
101262	Geek Charming	Geek Charming is a movie, of the genre <mask>.	 variety	 thereof	 genre	 above	 of	Comedy	0.0	0.0
101283	The Incredible Burt Wonderstone	The Incredible Burt Wonderstone is a movie, of the genre <mask>.	 variety	 above	 genre	 thereof	 classic	Comedy	0.0	0.0
101287	The Red Spectacles	The Red Spectacles is a movie, of the genre <mask>.	 thriller	 horror	 Horror	 of	 comedy	Comedy|Drama|Sci-Fi	0.0	0.3333333333333333
101296	I'm So Excited	I'm So Excited is a movie, of the genre <mask>.	 variety	 kind	 genre	 above	 sort	Comedy	0.0	0.0
1013	The Parent Trap	The Parent Trap is a movie, of the genre <mask>.	 horror	 thriller	 of	 genre	 above	Children|Comedy|Romance	0.0	0.0
101319	Operation Daybreak	Operation Daybreak is a movie, of the genre <mask>.	 variety	 thriller	 genre	 above	 thereof	War	0.0	0.0
101362	Olympus Has Fallen	Olympus Has Fallen is a movie, of the genre <mask>.	 variety	 kind	 genre	 Thor	 Hercules	Action|Thriller	0.0	0.0
1014	Pollyanna	Pollyanna is a movie, of the genre <mask>.	 variety	 kind	 genre	 type	 sort	Children|Comedy|Drama	0.0	0.0
101400	Abraham Lincoln	Abraham Lincoln is a movie, of the genre <mask>.	 variety	 classic	 Lincoln	 genre	 kind	Drama|War	0.0	0.0
101450	The Kiss	The Kiss is a movie, of the genre <mask>.	 thriller	 romance	 horror	 Romance	 suspense	Drama|Romance	0.0	0.5
101485	Upper World	Upper World is a movie, of the genre <mask>.	 genre	 thriller	 fantasy	 horror	 of	Drama	0.0	0.0
101498	In the House	In the House is a movie, of the genre <mask>.	 thriller	 horror	 comedy	 Horror	 house	Comedy|Drama|Mystery|Thriller	0.25	0.5
101577	The Host	The Host is a movie, of the genre <mask>.	 horror	 thriller	 Horror	 genre	 of	Action|Adventure|Romance	0.0	0.0
101595	A Breed Apart	A Breed Apart is a movie, of the genre <mask>.	 genre	 variety	 above	 horror	 B	Action|Drama	0.0	0.0
1016	The Shaggy Dog	The Shaggy Dog is a movie, of the genre <mask>.	 comedy	 thriller	 horror	 Cats	 B	Children|Comedy	0.5	0.5
101627	Confidential Agent	Confidential Agent is a movie, of the genre <mask>.	 thriller	 suspense	 espionage	 Bond	 genre	Drama|Thriller	0.5	0.5
101648	The Flat	The Flat is a movie, of the genre <mask>.	 thriller	 horror	 genre	 of	 comedy	Documentary	0.0	0.0
101653	Magadheera	Magadheera is a movie, of the genre <mask>.	 horror	 thriller	 Tamil	 fantasy	 comedy	Action|Adventure|Fantasy|Romance	0.0	0.25
101664	Hey Ram	Hey Ram is a movie, of the genre <mask>.	 variety	 kind	 genre	 sort	 type	Drama	0.0	0.0
101666	A Night in Heaven	A Night in Heaven is a movie, of the genre <mask>.	 thriller	 horror	 comedy	 romance	 Horror	Drama|Romance	0.0	0.5
101674	The Ghost Galleon	The Ghost Galleon is a movie, of the genre <mask>.	 horror	 Horror	 thriller	 genre	 Ghost	Horror	1.0	1.0
1017	Swiss Family Robinson	Swiss Family Robinson is a movie, of the genre <mask>.	 variety	 above	 genre	 kind	 classic	Adventure|Children	0.0	0.0
101719	Koi... Mil Gaya	Koi... Mil Gaya is a movie, of the genre <mask>.	 comedy	 romance	 thriller	 horror	 of	Action|Adventure|Fantasy|Sci-Fi	0.0	0.0
101739	Evil Dead	Evil Dead is a movie, of the genre <mask>.	 variety	 genre	 horror	 classic	 thereof	Horror	0.0	1.0
101741	Trance	Trance is a movie, of the genre <mask>.	 variety	 kind	 type	 genre	 sort	Crime|Thriller	0.0	0.0
101747	The War of the Gargantuas	The War of the Gargantuas is a movie, of the genre <mask>.	 fantasy	 comedy	 of	 Godzilla	 horror	Horror|Sci-Fi	0.0	0.5
1018	That Darn Cat!	That Darn Cat! is a movie, of the genre <mask>.	 variety	 above	 kind	 genre	 sort	Children|Comedy|Mystery	0.0	0.0
101812	The Mountain	The Mountain is a movie, of the genre <mask>.	 variety	 genre	 thriller	 kind	 horror	Adventure|Drama	0.0	0.0
101820	The Fighting Prince of Donegal	The Fighting Prince of Donegal is a movie, of the genre <mask>.	 thriller	 comedy	 drama	 of	 B	Action|Adventure	0.0	0.0
101827	Don't Make Waves	Don't Make Waves is a movie, of the genre <mask>.	 variety	 kind	 genre	 sort	 type	Comedy	0.0	0.0
101864	Oblivion	Oblivion is a movie, of the genre <mask>.	 horror	 thriller	 comedy	 Horror	 drama	Action|Adventure|Sci-Fi|IMAX	0.0	0.0
101880	Siberian Education	Siberian Education is a movie, of the genre <mask>.	 thriller	 comedy	 horror	 education	 Education	Drama	0.0	0.0
101884	Dark Tide	Dark Tide is a movie, of the genre <mask>.	 thriller	 horror	 of	 genre	 Horror	Adventure|Drama|Thriller	0.3333333333333333	0.3333333333333333
101895	42	42 is a movie, of the genre <mask>.	 horror	 comedy	 thriller	 B	 42	Drama	0.0	0.0
1019	20,000 Leagues Under the Sea	20,000 Leagues Under the Sea is a movie, of the genre <mask>.	 genre	 Titanic	 thriller	 variety	 below	Adventure|Drama|Sci-Fi	0.0	0.0
101942	Love Is All You Need	Love Is All You Need is a movie, of the genre <mask>.	 variety	 above	 kind	 genre	 romance	Comedy|Drama|Romance	0.0	0.3333333333333333
1020	Cool Runnings	Cool Runnings is a movie, of the genre <mask>.	 Disney	 Pixar	 comedy	 of	 animation	Comedy	0.0	1.0
102033	Pain & Gain	Pain & Gain is a movie, of the genre <mask>.	 variety	 thriller	 genre	 horror	 above	Action|Comedy|Crime	0.0	0.0
102047	The Bride Came C.O.D.	The Bride Came C.O.D. is a movie, of the genre <mask>.	 horror	 comedy	 romance	 thriller	 film	Comedy|Romance	0.0	1.0
102088	The Grandmaster	The Grandmaster is a movie, of the genre <mask>.	 thriller	 horror	 of	 comedy	 fantasy	Action|Drama|IMAX	0.0	0.0
1021	Angels in the Outfield	Angels in the Outfield is a movie, of the genre <mask>.	 baseball	 Baseball	 thriller	 MLB	 horror	Children|Comedy	0.0	0.0
102109	Polly of the Circus	Polly of the Circus is a movie, of the genre <mask>.	 comedy	 circus	 of	 Comedy	 Cats	Comedy|Drama|Fantasy	0.3333333333333333	0.3333333333333333
102123	This Is the End	This Is the End is a movie, of the genre <mask>.	 horror	 thriller	 of	 genre	 above	Action|Comedy	0.0	0.0
102125	Iron Man 3	Iron Man 3 is a movie, of the genre <mask>.	 variety	 kind	 type	 sort	 order	Action|Sci-Fi|Thriller|IMAX	0.0	0.0
102131	Valentino	Valentino is a movie, of the genre <mask>.	 romance	 genre	 variety	 thriller	 B	Drama	0.0	0.0
102138	The Black Camel	The Black Camel is a movie, of the genre <mask>.	 thriller	 horror	 comedy	 of	 Western	Crime|Drama|Horror|Mystery|Thriller	0.2	0.4
102174	Day of the Falcon	Day of the Falcon is a movie, of the genre <mask>.	 genre	 of	 thriller	 Falcon	 fantasy	Adventure|Drama	0.0	0.0
102303	Ovosodo	Ovosodo is a movie, of the genre <mask>.	 horror	 comedy	 thriller	 drama	 fantasy	Comedy|Drama	0.0	1.0
102373	Tomorrow, the World	Tomorrow, the World is a movie, of the genre <mask>.	 thriller	 horror	 B	 of	 fantasy	Drama	0.0	0.0
1024	The Three Caballeros	The Three Caballeros is a movie, of the genre <mask>.	 comedy	 thriller	 Comedy	 Western	 of	Animation|Children|Musical	0.0	0.0
102407	The Great Gatsby	The Great Gatsby is a movie, of the genre <mask>.	 classic	 of	 1925	 baseball	 comedy	Drama	0.0	0.0
102445	Star Trek Into Darkness	Star Trek Into Darkness is a movie, of the genre <mask>.	 variety	 kind	 type	 genre	 sort	Action|Adventure|Sci-Fi|IMAX	0.0	0.0
102456	An American Romance	An American Romance is a movie, of the genre <mask>.	 romance	 Romance	 drama	 comedy	 of	Drama	0.0	1.0
102481	The Internship	The Internship is a movie, of the genre <mask>.	 thriller	 comedy	 horror	 of	 B	Comedy	0.0	1.0
102483	Bliss	Bliss is a movie, of the genre <mask>.	 variety	 kind	 type	 sort	 genre	Drama	0.0	0.0
102535	Sissi – The Young Empress	Sissi – The Young Empress is a movie, of the genre <mask>.	 genre	 romance	 variety	 thriller	 type	Drama	0.0	0.0
1026	So Dear to My Heart	So Dear to My Heart is a movie, of the genre <mask>.	 romance	 variety	 of	 thriller	 sentimental	Children|Drama	0.0	0.0
102684	Only God Forgives	Only God Forgives is a movie, of the genre <mask>.	 variety	 genre	 thriller	 horror	 kind	Drama|Thriller	0.0	0.5
102686	The Hangover Part III	The Hangover Part III is a movie, of the genre <mask>.	 above	 trilogy	 thereof	 comedy	 of	Comedy	0.0	1.0
1027	Robin Hood: Prince of Thieves	Robin Hood: Prince of Thieves is a movie, of the genre <mask>.	 variety	 kind	 type	 sort	 genre	Adventure|Drama	0.0	0.0
102747	The Rink	The Rink is a movie, of the genre <mask>.	 comedy	 thriller	 of	 B	 horror	Comedy	1.0	1.0
1028	Mary Poppins	Mary Poppins is a movie, of the genre <mask>.	 variety	 Disney	 classic	 type	 kind	Children|Comedy|Fantasy|Musical	0.0	0.0
102819	Behind the Candelabra	Behind the Candelabra is a movie, of the genre <mask>.	 thriller	 genre	 horror	 variety	 of	Drama	0.0	0.0
102856	3096 Days	3096 Days is a movie, of the genre <mask>.	 thriller	 horror	 of	 romance	 comedy	Drama	0.0	0.0
102880	After Earth	After Earth is a movie, of the genre <mask>.	 of	 Alien	 Interstellar	" """""	 horror	Action|Adventure|Sci-Fi|IMAX	0.0	0.0
102903	Now You See Me	Now You See Me is a movie, of the genre <mask>.	 variety	 kind	 genre	 above	 sort	Crime|Mystery|Thriller	0.0	0.0
102947	A Walk with Love and Death	A Walk with Love and Death is a movie, of the genre <mask>.	 horror	 thriller	 genre	 above	 romance	Drama	0.0	0.0
102965	Attack on the Iron Coast	Attack on the Iron Coast is a movie, of the genre <mask>.	 variety	 genre	 type	 kind	 sort	Action|Drama|War	0.0	0.0
102993	The Way, Way Back	The Way, Way Back is a movie, of the genre <mask>.	 variety	 genre	 classic	 above	 kind	Comedy|Drama	0.0	0.0
103006	Penthouse	Penthouse is a movie, of the genre <mask>.	 genre	 horror	 variety	 thriller	 thereof	Comedy|Crime|Drama	0.0	0.0
103017	The Body	The Body is a movie, of the genre <mask>.	 horror	 variety	 genre	 thriller	 B	Mystery|Thriller	0.0	0.5
103027	Much Ado About Nothing	Much Ado About Nothing is a movie, of the genre <mask>.	 variety	 kind	 genre	 type	 sort	Comedy|Drama|Romance	0.0	0.0
103030	Any Day Now	Any Day Now is a movie, of the genre <mask>.	 variety	 genre	 kind	 above	 thriller	Drama	0.0	0.0
103042	Man of Steel	Man of Steel is a movie, of the genre <mask>.	 variety	 kind	 genre	 type	 sort	Action|Adventure|Fantasy|Sci-Fi|IMAX	0.0	0.0
103083	The Reluctant Fundamentalist	The Reluctant Fundamentalist is a movie, of the genre <mask>.	 comedy	 thriller	 horror	 genre	 of	Drama	0.0	0.0
1031	Bedknobs and Broomsticks	Bedknobs and Broomsticks is a movie, of the genre <mask>.	 variety	 genre	 kind	 type	 sort	Adventure|Children|Musical	0.0	0.0
103105	Tetsuo: The Bullet Man	Tetsuo: The Bullet Man is a movie, of the genre <mask>.	 type	 kind	 variety	 genre	 cinema	Action|Horror|Sci-Fi	0.0	0.0
103137	The Bling Ring	The Bling Ring is a movie, of the genre <mask>.	 thriller	 romance	 Bond	 of	 B	Crime|Drama	0.0	0.0
103219	Maniac	Maniac is a movie, of the genre <mask>.	 genre	 thriller	 variety	 horror	 above	Horror|Thriller	0.0	1.0
103228	Pacific Rim	Pacific Rim is a movie, of the genre <mask>.	 variety	 kind	 type	 genre	 sort	Action|Adventure|Sci-Fi|IMAX	0.0	0.0
103243	Ada	Ada is a movie, of the genre <mask>.	 romance	 horror	 thriller	 of	 comedy	Drama	0.0	0.0
103249	World War Z	World War Z is a movie, of the genre <mask>.	 genre	 variety	 Z	 thereof	 kind	Action|Drama|Horror|IMAX	0.0	0.0
103253	Elysium	Elysium is a movie, of the genre <mask>.	 horror	 fantasy	 thriller	 drama	 Horror	Action|Drama|Sci-Fi|IMAX	0.0	0.25
103266	Mr. Moto's Gamble	Mr. Moto's Gamble is a movie, of the genre <mask>.	 variety	 genre	 above	 kind	 below	Crime|Drama|Mystery	0.0	0.0
103306	Europa Report	Europa Report is a movie, of the genre <mask>.	 thriller	 documentary	 drama	 comedy	 horror	Sci-Fi|Thriller	0.5	0.5
103333	Blutzbrüdaz	Blutzbrüdaz is a movie, of the genre <mask>.	 horror	 thriller	 comedy	 Horror	 B	Comedy	0.0	1.0
103341	The World's End	The World's End is a movie, of the genre <mask>.	 thriller	 horror	 genre	 of	 classic	Action|Comedy|Sci-Fi	0.0	0.0
103366	Redemption	Redemption is a movie, of the genre <mask>.	 variety	 kind	 genre	 type	 sort	Action|Crime|Thriller	0.0	0.0
103372	The Heat	The Heat is a movie, of the genre <mask>.	 variety	 kind	 type	 genre	 sort	Action|Comedy|Crime	0.0	0.0
103380	Very Important Person	Very Important Person is a movie, of the genre <mask>.	 thriller	 comedy	 horror	 drama	 documentary	Comedy|Drama	0.0	1.0
103384	The Lone Ranger	The Lone Ranger is a movie, of the genre <mask>.	 variety	 genre	 classic	 type	 kind	Action|Adventure|Western|IMAX	0.0	0.0
1034	Freeway	Freeway is a movie, of the genre <mask>.	 thriller	 genre	 variety	 of	 horror	Comedy|Crime|Drama|Thriller	0.25	0.25
103449	Passion	Passion is a movie, of the genre <mask>.	 variety	 kind	 genre	 type	 sort	Crime|Drama|Mystery|Thriller	0.0	0.0
1035	The Sound of Music	The Sound of Music is a movie, of the genre <mask>.	 musical	 film	 opera	 classic	 Disney	Musical|Romance	0.5	0.5
103515	Along the Great Divide	Along the Great Divide is a movie, of the genre <mask>.	 thriller	 of	 documentary	 documentaries	 above	Adventure|Romance|Western	0.0	0.0
103541	Thanks for Sharing	Thanks for Sharing is a movie, of the genre <mask>.	 variety	 above	 kind	 thereof	 genre	Comedy|Drama	0.0	0.0
103549	What's in a Name?	What's in a Name? is a movie, of the genre <mask>.	 comedy	 thriller	 horror	 Comedy	 mystery	Comedy	1.0	1.0
103554	A Hijacking	A Hijacking is a movie, of the genre <mask>.	 thriller	 of	 comedy	 horror	 Horror	Drama|Thriller	0.5	0.5
103576	Chu Chin Chow	Chu Chin Chow is a movie, of the genre <mask>.	 thriller	 comedy	 horror	 romance	 B	Comedy|Fantasy|Musical	0.0	0.3333333333333333
1036	Die Hard	Die Hard is a movie, of the genre <mask>.	 variety	 genre	 kind	 type	 movies	Action|Crime|Thriller	0.0	0.0
103655	R.I.P.D.	R.I.P.D. is a movie, of the genre <mask>.	 thriller	 horror	 comedy	 Horror	 of	Action|Comedy|Fantasy	0.0	0.3333333333333333
103671	Joker	Joker is a movie, of the genre <mask>.	 variety	 kind	 type	 genre	 sort	Comedy	0.0	0.0
103688	The Conjuring	The Conjuring is a movie, of the genre <mask>.	 variety	 kind	 genre	 type	 sort	Horror|Thriller	0.0	0.0
1037	The Lawnmower Man	The Lawnmower Man is a movie, of the genre <mask>.	 variety	 genre	 kind	 classic	 above	Action|Horror|Sci-Fi|Thriller	0.0	0.0
103772	The Wolverine	The Wolverine is a movie, of the genre <mask>.	 variety	 kind	 type	 sort	 genre	Action|Adventure|Fantasy|Sci-Fi	0.0	0.0
103787	Gold	Gold is a movie, of the genre <mask>.	 variety	 genre	 kind	 type	 sort	Western	0.0	0.0
103810	RED 2	RED 2 is a movie, of the genre <mask>.	 RED	 Red	 variety	 genre	 red	Action|Comedy|Crime|Thriller	0.0	0.0
103823	Nick Carter, Master Detective	Nick Carter, Master Detective is a movie, of the genre <mask>.	 variety	 genre	 type	 kind	 thriller	Crime|Drama|Mystery	0.0	0.0
103851	Page Miss Glory	Page Miss Glory is a movie, of the genre <mask>.	 comedy	 romance	 of	 thriller	 horror	Comedy	1.0	1.0
103867	Night Train to Lisbon	Night Train to Lisbon is a movie, of the genre <mask>.	 thriller	 horror	 romance	 B	 drama	Mystery|Romance|Thriller	0.3333333333333333	0.6666666666666666
103881	The Hard Man	The Hard Man is a movie, of the genre <mask>.	 variety	 genre	 kind	 type	 sort	Western	0.0	0.0
103883	2 Guns	2 Guns is a movie, of the genre <mask>.	 genre	 thriller	 variety	 horror	 B	Action|Comedy|Crime	0.0	0.0
103968	And Baby Makes Three	And Baby Makes Three is a movie, of the genre <mask>.	 variety	 kind	 genre	 sort	 type	Comedy|Romance	0.0	0.0
103980	Blue Jasmine	Blue Jasmine is a movie, of the genre <mask>.	 variety	 above	 romance	 genre	 kind	Drama	0.0	0.0
103984	The Great Beauty	The Great Beauty is a movie, of the genre <mask>.	 romance	 fantasy	 horror	 Beauty	 thriller	Comedy|Drama	0.0	0.0
104	Happy Gilmore	Happy Gilmore is a movie, of the genre <mask>.	 variety	 kind	 type	 sort	 genre	Comedy	0.0	0.0
104013	Lo chiamavano Bulldozer	Lo chiamavano Bulldozer is a movie, of the genre <mask>.	 thriller	 horror	 comedy	 genre	 B	Action|Comedy	0.0	0.5
104015	Bomber	Bomber is a movie, of the genre <mask>.	 variety	 genre	 kind	 thriller	 type	Action|Comedy	0.0	0.0
104074	Percy Jackson & The Olympians - The Sea of Monsters	Percy Jackson & The Olympians - The Sea of Monsters is a movie, of the genre <mask>.	 genre	 variety	 series	 type	 above	Adventure|Children|Fantasy	0.0	0.0
104076	The Smurfs 2	The Smurfs 2 is a movie, of the genre <mask>.	 variety	 Pixar	 thereof	 genre	 of	Animation|Children|Comedy	0.0	0.0
104078	Alan Partridge: Alpha Papa	Alan Partridge: Alpha Papa is a movie, of the genre <mask>.	 variety	 kind	 genre	 type	 sort	Comedy	0.0	0.0
104085	Class of 1999	Class of 1999 is a movie, of the genre <mask>.	 comedy	 thriller	 Comedy	 horror	 romance	Action|Horror|Sci-Fi	0.0	0.3333333333333333
1041	Secrets & Lies	Secrets & Lies is a movie, of the genre <mask>.	 thriller	 suspense	 of	 comedy	 romance	Drama	0.0	0.0
1042	That Thing You Do!	That Thing You Do! is a movie, of the genre <mask>.	 variety	 comedy	 above	 genre	 thereof	Comedy|Drama	0.0	0.5
104233	The Cat and the Canary	The Cat and the Canary is a movie, of the genre <mask>.	 Cats	 thriller	 horror	 genre	 of	Comedy|Horror|Mystery	0.0	0.3333333333333333
104241	Kick-Ass 2	Kick-Ass 2 is a movie, of the genre <mask>.	 variety	 kind	 genre	 type	 sort	Action|Comedy|Crime	0.0	0.0
104243	Riddick	Riddick is a movie, of the genre <mask>.	 variety	 genre	 kind	 type	 sort	Action|Sci-Fi|Thriller|IMAX	0.0	0.0
104249	Mr. Moto in Danger Island	Mr. Moto in Danger Island is a movie, of the genre <mask>.	 variety	 genre	 kind	 above	 sort	Crime|Drama|Mystery|Thriller	0.0	0.0
104272	Blackfish	Blackfish is a movie, of the genre <mask>.	 variety	 kind	 type	 sort	 genre	Documentary	0.0	0.0
104285	Maria, He Doesn't Like It	Maria, He Doesn't Like It is a movie, of the genre <mask>.	 romance	 thriller	 of	 M	 comedy	Comedy	0.0	1.0
1043	To Gillian on Her 37th Birthday	To Gillian on Her 37th Birthday is a movie, of the genre <mask>.	 variety	 kind	 genre	 above	 type	Drama|Romance	0.0	0.0
104337	The Butler	The Butler is a movie, of the genre <mask>.	 variety	 kind	 type	 sort	 genre	Drama	0.0	0.0
104361	Ain't Them Bodies Saints	Ain't Them Bodies Saints is a movie, of the genre <mask>.	 variety	 kind	 type	 sort	 genre	Drama	0.0	0.0
104374	About Time	About Time is a movie, of the genre <mask>.	 thriller	 horror	 of	 comedy	 genre	Drama|Fantasy|Romance	0.0	0.0
104392	Four Flies on Grey Velvet	Four Flies on Grey Velvet is a movie, of the genre <mask>.	 thriller	 horror	 comedy	 romance	 fantasy	Horror|Mystery|Thriller	0.3333333333333333	0.6666666666666666
1044	Surviving Picasso	Surviving Picasso is a movie, of the genre <mask>.	 documentary	 thriller	 horror	 above	 B	Drama	0.0	0.0
104491	A Royal Scandal	A Royal Scandal is a movie, of the genre <mask>.	 comedy	 monarchy	 drama	 Cinderella	 romance	Comedy|Drama	0.5	1.0
104493	A Ticklish Affair	A Ticklish Affair is a movie, of the genre <mask>.	 horror	 thriller	 comedy	 romance	 Horror	Comedy|Romance	0.0	1.0
104520	The Crimson Permanent Assurance	The Crimson Permanent Assurance is a movie, of the genre <mask>.	 horror	 thriller	 thereof	 genre	 variety	Adventure|Comedy	0.0	0.0
104563	Too Hot to Handle	Too Hot to Handle is a movie, of the genre <mask>.	 variety	 kind	 genre	 type	 sort	Adventure|Comedy|Romance	0.0	0.0
