ID	__name__	probes_2	prediction_1	prediction_2	prediction_3	prediction_4	prediction_5	labels	R@1	R@5
100390	Identity Thief	Identity Thief is a movie and starring Carlos Navarro and directed by Seth Gordon, of the genre <mask>.	 genre	 film	 films	 franchise	 thriller	Comedy|Crime	0.0	0.0
100397	The ABCs of Death	The ABCs of Death is a movie and starring Ingrid Bolsø Berdal and directed by Angela Bettis, of the genre <mask>.	 genre	 films	 film	 series	 name	Horror	0.0	0.0
1004	The Glimmer Man	The Glimmer Man is a movie and starring Brian Cox and directed by John Gray, of the genre <mask>.	 genre	 film	 films	 series	 thriller	Action|Thriller	0.0	0.5
100440	Lore	Lore is a movie and starring Ursina Lardi and directed by Cate Shortland, of the genre <mask>.	 genre	 films	 franchise	 film	 movies	Drama|Thriller|War	0.0	0.0
100498	A Good Day to Die Hard	A Good Day to Die Hard is a movie and starring Bruce Willis and directed by John Moore, of the genre <mask>.	 genre	 film	 movies	 films	 comedy	Action|Crime|Thriller|IMAX	0.0	0.0
1005	D3: The Mighty Ducks	D3: The Mighty Ducks is a movie and starring Steven Brill and directed by Robert Lieberman, of the genre <mask>.	 franchise	 genre	 series	 films	 film	Children|Comedy	0.0	0.0
100507	21 & Over	21 & Over is a movie and starring Justin Chon and directed by Scott Moore, of the genre <mask>.	 genre	 films	 film	 franchise	 series	Comedy	0.0	0.0
100515	War Witch	War Witch is a movie and starring Rachel Mwanza and directed by Kim Nguyen, of the genre <mask>.	 genre	 film	 films	 series	 franchise	Drama|War	0.0	0.0
100527	Safe Haven	Safe Haven is a movie and starring Josh Duhamel and directed by Lasse Hallström, of the genre <mask>.	 genre	 films	 film	 franchise	 fame	Drama|Mystery|Romance	0.0	0.0
100591	The Mind Reader	The Mind Reader is a movie and starring Warren William and directed by Roy Del Ruth, of the genre <mask>.	 genre	 films	 movies	 series	 fame	Drama|Romance	0.0	0.0
1006	The Chamber	The Chamber is a movie and starring Faye Dunaway and directed by James Foley, of the genre <mask>.	 genre	 films	 film	 movies	 franchise	Drama	0.0	0.0
100714	Before Midnight	Before Midnight is a movie and starring Ethan Hawke and directed by Richard Linklater, of the genre <mask>.	 genre	 film	 films	 thriller	 movies	Drama|Romance	0.0	0.0
1008	Davy Crockett, King of the Wild Frontier	Davy Crockett, King of the Wild Frontier is a movie and starring Basil Ruysdael and directed by Norman Foster, of the genre <mask>.	 genre	 series	 films	 1978	 film	Adventure|Western	0.0	0.0
1009	Escape to Witch Mountain	Escape to Witch Mountain is a movie and starring Reta Shaw and directed by John Hough, of the genre <mask>.	 genre	 films	 series	 variety	 film	Adventure|Children|Fantasy	0.0	0.0
100906	Maniac Cop 2	Maniac Cop 2 is a movie and starring Danny Trejo and directed by William Lustig, of the genre <mask>.	 genre	 franchise	 films	 film	 series	Action|Horror|Thriller	0.0	0.0
1010	The Love Bug	The Love Bug is a movie and starring Chick Hearn and directed by Robert Stevenson, of the genre <mask>.	 genre	 film	 films	 movies	 comedy	Children|Comedy	0.0	0.5
101025	Jack the Giant Slayer	Jack the Giant Slayer is a movie and starring Stanley Tucci and directed by Bryan Singer, of the genre <mask>.	 genre	 horror	 comedy	 film	 franchise	Adventure|Fantasy|IMAX	0.0	0.0
101060	The Last Exorcism Part II	The Last Exorcism Part II is a movie and starring Louis Herthum and directed by Ed Gass-Donnelly, of the genre <mask>.	 genre	 films	 film	 franchise	 series	Horror|Thriller	0.0	0.0
101064	Verboten!	Verboten! is a movie and starring Paul Busch and directed by Samuel Fuller, of the genre <mask>.	 genre	 variety	 film	 films	 series	Action|Romance|War	0.0	0.0
101068	The Solitude of Prime Numbers	The Solitude of Prime Numbers is a movie and starring Isabella Rossellini and directed by Saverio Costanzo, of the genre <mask>.	 genre	 cinema	 film	 films	 Italy	Drama	0.0	0.0
101076	G.I. Joe: Retaliation	G.I. Joe: Retaliation is a movie and starring RZA and directed by Jon M. Chu, of the genre <mask>.	 franchise	 series	 films	 Joe	 genre	Action|Adventure|Sci-Fi|Thriller|IMAX	0.0	0.0
101088	Stoker	Stoker is a movie and starring Nicole Kidman and directed by Park Chan-wook, of the genre <mask>.	 series	 films	 franchise	 fame	 genre	Drama|Mystery|Thriller	0.0	0.0
1011	Herbie Rides Again	Herbie Rides Again is a movie and starring Helen Hayes and directed by Robert Stevenson, of the genre <mask>.	 comedy	 1978	 genre	 film	 1979	Children|Comedy|Fantasy|Romance	0.25	0.25
101112	Oz the Great and Powerful	Oz the Great and Powerful is a movie and starring Rachel Weisz and directed by Sam Raimi, of the genre <mask>.	 franchise	 films	 Oz	 genre	 film	Action|Adventure|Fantasy|IMAX	0.0	0.0
1012	Old Yeller	Old Yeller is a movie and starring Kevin Corcoran and directed by Robert Stevenson, of the genre <mask>.	 genre	 films	 film	 series	 movies	Children|Drama	0.0	0.0
101204	The Hucksters	The Hucksters is a movie and starring Douglas Fowley and directed by Jack Conway, of the genre <mask>.	 genre	 films	 series	 film	 movies	Drama	0.0	0.0
101207	Emperor	Emperor is a movie and starring Tommy Lee Jones and directed by Peter Webber, of the genre <mask>.	 genre	 franchise	 series	 trilogy	 films	Drama|War	0.0	0.0
101214	Genghis Khan	Genghis Khan is a movie and starring Eli Wallach and directed by Henry Levin, of the genre <mask>.	 genre	 films	 variety	 film	 name	Adventure|Drama|War	0.0	0.0
101233	The Glass Menagerie	The Glass Menagerie is a movie and starring Jane Wyman and directed by Irving Rapper, of the genre <mask>.	 1978	 1979	 genre	 film	 1959	Drama	0.0	0.0
101235	The Great Gatsby	The Great Gatsby is a movie and starring Macdonald Carey and directed by Elliott Nugent, of the genre <mask>.	 genre	 1959	 1961	 film	 1962	Drama	0.0	0.0
101247	Westward the Women	Westward the Women is a movie and starring Robert Taylor and directed by William A. Wellman, of the genre <mask>.	 genre	 films	 fame	 movies	 variety	Drama|Western	0.0	0.0
101262	Geek Charming	Geek Charming is a movie and starring Sasha Pieterse and directed by Jeffrey Hornaday, of the genre <mask>.	 genre	 franchise	 films	 fame	 film	Comedy	0.0	0.0
101283	The Incredible Burt Wonderstone	The Incredible Burt Wonderstone is a movie and starring Alan Arkin and directed by Don Scardino, of the genre <mask>.	 genre	 1978	 film	 variety	 comedy	Comedy	0.0	1.0
101287	The Red Spectacles	The Red Spectacles is a movie and starring Hideyo Amamoto and directed by Mamoru Oshii, of the genre <mask>.	 Akira	 film	 films	 series	 Japan	Comedy|Drama|Sci-Fi	0.0	0.0
101296	I'm So Excited	I'm So Excited is a movie and starring Penélope Cruz and directed by Pedro Almodóvar, of the genre <mask>.	 films	 genre	 fame	 film	 movies	Comedy	0.0	0.0
1013	The Parent Trap	The Parent Trap is a movie and starring Cathleen Nesbitt and directed by David Swift, of the genre <mask>.	 genre	 films	 film	 series	 movies	Children|Comedy|Romance	0.0	0.0
101319	Operation Daybreak	Operation Daybreak is a movie and starring Jaroslav Drbohlav and directed by Lewis Gilbert, of the genre <mask>.	 genre	 films	 film	 movies	 name	War	0.0	0.0
101362	Olympus Has Fallen	Olympus Has Fallen is a movie and starring Dylan McDermott and directed by Antoine Fuqua, of the genre <mask>.	 genre	 films	 franchise	 film	 movies	Action|Thriller	0.0	0.0
1014	Pollyanna	Pollyanna is a movie and starring Karl Malden and directed by David Swift, of the genre <mask>.	 genre	 films	 film	 franchise	 series	Children|Comedy|Drama	0.0	0.0
101400	Abraham Lincoln	Abraham Lincoln is a movie and starring Frank Campeau and directed by D. W. Griffith, of the genre <mask>.	 genre	 films	 variety	 series	 movies	Drama|War	0.0	0.0
101450	The Kiss	The Kiss is a movie and starring Greta Garbo and directed by Jacques Feyder, of the genre <mask>.	 genre	 films	 fame	 film	 classic	Drama|Romance	0.0	0.0
101485	Upper World	Upper World is a movie and starring Ginger Rogers and directed by Roy Del Ruth, of the genre <mask>.	 films	 fame	 classic	 genre	 movies	Drama	0.0	0.0
101498	In the House	In the House is a movie and starring Emmanuelle Seigner and directed by François Ozon, of the genre <mask>.	 genre	 cinema	 series	 film	 films	Comedy|Drama|Mystery|Thriller	0.0	0.0
101577	The Host	The Host is a movie and starring Frances Fisher and directed by Andrew Niccol, of the genre <mask>.	 films	 genre	 film	 franchise	 thriller	Action|Adventure|Romance	0.0	0.0
101595	A Breed Apart	A Breed Apart is a movie and starring Powers Boothe and directed by Philippe Mora, of the genre <mask>.	 genre	 films	 film	 franchise	 fame	Action|Drama	0.0	0.0
1016	The Shaggy Dog	The Shaggy Dog is a movie and starring Jean Hagen and directed by Charles Barton, of the genre <mask>.	 genre	 name	 variety	 films	 film	Children|Comedy	0.0	0.0
101627	Confidential Agent	Confidential Agent is a movie and starring Charles Boyer and directed by Herman Shumlin, of the genre <mask>.	 genre	 films	 series	 fame	 movies	Drama|Thriller	0.0	0.0
101648	The Flat	The Flat is a movie and starring Yoni Rechter and directed by Arnon Goldfinger, of the genre <mask>.	 films	 genre	 fame	 film	 series	Documentary	0.0	0.0
101653	Magadheera	Magadheera is a movie and starring Kajal Aggarwal and directed by S. S. Rajamouli, of the genre <mask>.	 genre	 Tamil	 franchise	 film	 films	Action|Adventure|Fantasy|Romance	0.0	0.0
101664	Hey Ram	Hey Ram is a movie and starring Shah Rukh Khan and directed by Kamal Haasan, of the genre <mask>.	 genre	 film	 Tamil	 films	 franchise	Drama	0.0	0.0
101666	A Night in Heaven	A Night in Heaven is a movie and starring Andy Garcia and directed by John G. Avildsen, of the genre <mask>.	 genre	 films	 film	 name	 movies	Drama|Romance	0.0	0.0
101674	The Ghost Galleon	The Ghost Galleon is a movie and starring Blanca Estrada and directed by Amando de Ossorio Rodríguez, of the genre <mask>.	 genre	 films	 film	 movies	 fame	Horror	0.0	0.0
1017	Swiss Family Robinson	Swiss Family Robinson is a movie and starring Janet Munro and directed by Ken Annakin, of the genre <mask>.	 films	 genre	 franchise	 film	 movies	Adventure|Children	0.0	0.0
101719	Koi... Mil Gaya	Koi... Mil Gaya is a movie and starring Hrithik Roshan and directed by Rakesh Roshan, of the genre <mask>.	 comedy	 film	 genre	 Comedy	 thriller	Action|Adventure|Fantasy|Sci-Fi	0.0	0.0
101739	Evil Dead	Evil Dead is a movie and starring Lorenzo Lamas and directed by Fede Álvarez, of the genre <mask>.	 genre	 film	 franchise	 films	 horror	Horror	0.0	1.0
101741	Trance	Trance is a movie and starring James McAvoy and directed by Danny Boyle, of the genre <mask>.	 romance	 thriller	 comedy	 film	 genre	Crime|Thriller	0.0	0.5
101747	The War of the Gargantuas	The War of the Gargantuas is a movie and starring Russ Tamblyn and directed by Ishirō Honda, of the genre <mask>.	 Akira	 genre	 film	 Japan	 series	Horror|Sci-Fi	0.0	0.0
1018	That Darn Cat!	That Darn Cat! is a movie and starring Frank Gorshin and directed by Robert Stevenson, of the genre <mask>.	 genre	 1978	 variety	 series	 comedy	Children|Comedy|Mystery	0.0	0.3333333333333333
101812	The Mountain	The Mountain is a movie and starring Spencer Tracy and directed by Edward Dmytryk, of the genre <mask>.	 films	 genre	 classic	 fame	 film	Adventure|Drama	0.0	0.0
101820	The Fighting Prince of Donegal	The Fighting Prince of Donegal is a movie and starring Maurice Roëves and directed by Michael O'Herlihy, of the genre <mask>.	 genre	 films	 film	 name	 movies	Action|Adventure	0.0	0.0
101827	Don't Make Waves	Don't Make Waves is a movie and starring Claudia Cardinale and directed by Alexander Mackendrick, of the genre <mask>.	 genre	 films	 film	 name	 franchise	Comedy	0.0	0.0
101864	Oblivion	Oblivion is a movie and starring Morgan Freeman and directed by Joseph Kosinski, of the genre <mask>.	 genre	 films	 film	 franchise	 series	Action|Adventure|Sci-Fi|IMAX	0.0	0.0
101880	Siberian Education	Siberian Education is a movie and starring Stefano Rulli and directed by Gabriele Salvatores, of the genre <mask>.	 genre	 films	 cinema	 film	 Italy	Drama	0.0	0.0
101884	Dark Tide	Dark Tide is a movie and starring Ralph Brown and directed by John Stockwell, of the genre <mask>.	 genre	 film	 1978	 series	 films	Adventure|Drama|Thriller	0.0	0.0
101895	42	42 is a movie and starring Rhoda Griffis and directed by Brian Helgeland, of the genre <mask>.	 films	 genre	 franchise	 fame	 series	Drama	0.0	0.0
1019	20,000 Leagues Under the Sea	20,000 Leagues Under the Sea is a movie and starring Kirk Douglas and directed by Richard Fleischer, of the genre <mask>.	 genre	 film	 1978	 films	 1979	Adventure|Drama|Sci-Fi	0.0	0.0
101942	Love Is All You Need	Love Is All You Need is a movie and starring Sebastian Jessen and directed by Susanne Bier, of the genre <mask>.	 genre	 films	 film	 movies	 fame	Comedy|Drama|Romance	0.0	0.0
1020	Cool Runnings	Cool Runnings is a movie and starring Peter Outerbridge and directed by Jon Turteltaub, of the genre <mask>.	 films	 genre	 franchise	 film	 series	Comedy	0.0	0.0
102033	Pain & Gain	Pain & Gain is a movie and starring Dwayne Johnson and directed by Michael Bay, of the genre <mask>.	 comedy	 thriller	 genre	 film	 franchise	Action|Comedy|Crime	0.3333333333333333	0.3333333333333333
102047	The Bride Came C.O.D.	The Bride Came C.O.D. is a movie and starring Bette Davis and directed by William Keighley, of the genre <mask>.	 genre	 films	 name	 film	 movies	Comedy|Romance	0.0	0.0
102088	The Grandmaster	The Grandmaster is a movie and starring Zhang Ziyi and directed by Wong Kar-wai, of the genre <mask>.	 film	 films	 series	 genre	 Wong	Action|Drama|IMAX	0.0	0.0
1021	Angels in the Outfield	Angels in the Outfield is a movie and starring Christopher Lloyd and directed by William Dear, of the genre <mask>.	 genre	 films	 film	 franchise	 fame	Children|Comedy	0.0	0.0
102109	Polly of the Circus	Polly of the Circus is a movie and starring Clark Gable and directed by Alfred Santell, of the genre <mask>.	 genre	 1978	 variety	 1939	 comedy	Comedy|Drama|Fantasy	0.0	0.3333333333333333
102123	This Is the End	This Is the End is a movie and starring Rihanna and directed by Seth Rogen, of the genre <mask>.	 genre	 comedy	 film	 films	 franchise	Action|Comedy	0.0	0.5
102125	Iron Man 3	Iron Man 3 is a movie and starring Bill Maher and directed by Shane Black, of the genre <mask>.	 franchise	 films	 film	 movies	 series	Action|Sci-Fi|Thriller|IMAX	0.0	0.0
102131	Valentino	Valentino is a movie and starring Rudolf Nureyev and directed by Ken Russell, of the genre <mask>.	 films	 genre	 film	 movies	 fame	Drama	0.0	0.0
102138	The Black Camel	The Black Camel is a movie and starring Bela Lugosi and directed by Hamilton MacFadden, of the genre <mask>.	 genre	 films	 film	 series	 movies	Crime|Drama|Horror|Mystery|Thriller	0.0	0.0
102174	Day of the Falcon	Day of the Falcon is a movie and starring Freida Pinto and directed by Jean-Jacques Annaud, of the genre <mask>.	 genre	 films	 fame	 film	 name	Adventure|Drama	0.0	0.0
102303	Ovosodo	Ovosodo is a movie and starring Nicoletta Braschi and directed by Paolo Virzì, of the genre <mask>.	 genre	 film	 cinema	 thriller	 Italian	Comedy|Drama	0.0	0.0
102373	Tomorrow, the World	Tomorrow, the World is a movie and starring Fredric March and directed by Leslie Fenton, of the genre <mask>.	 genre	 films	 fame	 movies	 series	Drama	0.0	0.0
1024	The Three Caballeros	The Three Caballeros is a movie and starring Aurora Miranda and directed by Norm Ferguson, of the genre <mask>.	 genre	 films	 film	 comedy	 movies	Animation|Children|Musical	0.0	0.0
102407	The Great Gatsby	The Great Gatsby is a movie and starring Amitabh Bachchan and directed by Baz Luhrmann, of the genre <mask>.	 film	 comedy	 films	 genre	 series	Drama	0.0	0.0
102445	Star Trek Into Darkness	Star Trek Into Darkness is a movie and starring Bill Hader and directed by J. J. Abrams, of the genre <mask>.	 franchise	 franchises	 films	 series	 film	Action|Adventure|Sci-Fi|IMAX	0.0	0.0
102456	An American Romance	An American Romance is a movie and starring Snub Pollard and directed by King Vidor, of the genre <mask>.	 genre	 films	 movies	 film	 series	Drama	0.0	0.0
102481	The Internship	The Internship is a movie and starring Aasif Mandvi and directed by Shawn Levy, of the genre <mask>.	 genre	 films	 film	 franchise	 movies	Comedy	0.0	0.0
102483	Bliss	Bliss is a movie and starring Özgü Namal and directed by Abdullah Oğuz, of the genre <mask>.	 genre	 series	 film	 cinema	 films	Drama	0.0	0.0
102535	Sissi – The Young Empress	Sissi – The Young Empress is a movie and starring Josef Meinrad and directed by Ernst Marischka, of the genre <mask>.	 romance	 genre	 film	 1979	 comedy	Drama	0.0	0.0
1026	So Dear to My Heart	So Dear to My Heart is a movie and starring Burl Ives and directed by Hamilton Luske, of the genre <mask>.	 genre	 films	 fame	 series	 variety	Children|Drama	0.0	0.0
102684	Only God Forgives	Only God Forgives is a movie and starring Ryan Gosling and directed by Nicolas Winding Refn, of the genre <mask>.	 films	 genre	 film	 franchise	 movies	Drama|Thriller	0.0	0.0
102686	The Hangover Part III	The Hangover Part III is a movie and starring Justin Bartha and directed by Todd Phillips, of the genre <mask>.	 franchise	 genre	 series	 films	 trilogy	Comedy	0.0	0.0
1027	Robin Hood: Prince of Thieves	Robin Hood: Prince of Thieves is a movie and starring Sean Connery and directed by Kevin Reynolds, of the genre <mask>.	 genre	 franchise	 films	 1978	 film	Adventure|Drama	0.0	0.0
102747	The Rink	The Rink is a movie and starring Charlie Chaplin and directed by Charlie Chaplin, of the genre <mask>.	 comedy	 film	 genre	 1959	 1929	Comedy	1.0	1.0
1028	Mary Poppins	Mary Poppins is a movie and starring Glynis Johns and directed by Robert Stevenson, of the genre <mask>.	 Disney	 1964	 1968	 1963	 1961	Children|Comedy|Fantasy|Musical	0.0	0.0
102819	Behind the Candelabra	Behind the Candelabra is a movie and starring Michael Douglas and directed by Steven Soderbergh, of the genre <mask>.	 genre	 film	 films	 variety	 thriller	Drama	0.0	0.0
102856	3096 Days	3096 Days is a movie and starring Trine Dyrholm and directed by Sherry Hormann, of the genre <mask>.	 genre	 films	 film	 franchise	 series	Drama	0.0	0.0
102880	After Earth	After Earth is a movie and starring Will Smith and directed by M. Night Shyamalan, of the genre <mask>.	 genre	 thriller	 film	 horror	 Aliens	Action|Adventure|Sci-Fi|IMAX	0.0	0.0
102903	Now You See Me	Now You See Me is a movie and starring Morgan Freeman and directed by Louis Leterrier, of the genre <mask>.	 genre	 films	 film	 franchise	 trilogy	Crime|Mystery|Thriller	0.0	0.0
102947	A Walk with Love and Death	A Walk with Love and Death is a movie and starring Michael Gough and directed by John Huston, of the genre <mask>.	 genre	 1978	 1979	 1959	 1968	Drama	0.0	0.0
102965	Attack on the Iron Coast	Attack on the Iron Coast is a movie and starring Walter Gotell and directed by Paul Wendkos, of the genre <mask>.	 genre	 films	 series	 film	 franchise	Action|Drama|War	0.0	0.0
102993	The Way, Way Back	The Way, Way Back is a movie and starring AnnaSophia Robb and directed by Nat Faxon, of the genre <mask>.	 genre	 films	 franchise	 film	 movies	Comedy|Drama	0.0	0.0
103006	Penthouse	Penthouse is a movie and starring Myrna Loy and directed by W. S. Van Dyke, of the genre <mask>.	 genre	 films	 film	 series	 movies	Comedy|Crime|Drama	0.0	0.0
103017	The Body	The Body is a movie and starring Belén Rueda and directed by Oriol Paulo, of the genre <mask>.	 genre	 film	 cinema	 Brazil	 Cinema	Mystery|Thriller	0.0	0.0
103027	Much Ado About Nothing	Much Ado About Nothing is a movie and starring Clark Gregg and directed by Joss Whedon, of the genre <mask>.	 films	 genre	 film	 comedy	 movies	Comedy|Drama|Romance	0.0	0.3333333333333333
103030	Any Day Now	Any Day Now is a movie and starring Frances Fisher and directed by Travis Fine, of the genre <mask>.	 genre	 films	 franchise	 fame	 series	Drama	0.0	0.0
103042	Man of Steel	Man of Steel is a movie and starring Kevin Costner and directed by Zack Snyder, of the genre <mask>.	 film	 Superman	 genre	 films	 franchise	Action|Adventure|Fantasy|Sci-Fi|IMAX	0.0	0.0
103083	The Reluctant Fundamentalist	The Reluctant Fundamentalist is a movie and starring Nelsan Ellis and directed by Mira Nair, of the genre <mask>.	 genre	 films	 film	 franchise	 name	Drama	0.0	0.0
1031	Bedknobs and Broomsticks	Bedknobs and Broomsticks is a movie and starring Roddy McDowall and directed by Robert Stevenson, of the genre <mask>.	 genre	 films	 film	 1978	 series	Adventure|Children|Musical	0.0	0.0
103105	Tetsuo: The Bullet Man	Tetsuo: The Bullet Man is a movie and starring Shinya Tsukamoto and directed by Shinya Tsukamoto, of the genre <mask>.	 Japan	 genre	 series	 Akira	 franchise	Action|Horror|Sci-Fi	0.0	0.0
103137	The Bling Ring	The Bling Ring is a movie and starring Emma Watson and directed by Sofia Coppola, of the genre <mask>.	 genre	 film	 films	 romance	 franchise	Crime|Drama	0.0	0.0
103219	Maniac	Maniac is a movie and starring Zoe Aggeliki and directed by Franck Khalfoun, of the genre <mask>.	 genre	 films	 film	 fame	 series	Horror|Thriller	0.0	0.0
103228	Pacific Rim	Pacific Rim is a movie and starring Ron Perlman and directed by Guillermo del Toro, of the genre <mask>.	 franchise	 films	 film	 series	 genre	Action|Adventure|Sci-Fi|IMAX	0.0	0.0
103243	Ada	Ada is a movie and starring Martin Balsam and directed by Daniel Mann, of the genre <mask>.	 genre	 film	 films	 Akira	 movies	Drama	0.0	0.0
103249	World War Z	World War Z is a movie and starring Mireille Enos and directed by Marc Forster, of the genre <mask>.	 genre	 films	 franchise	 film	 fame	Action|Drama|Horror|IMAX	0.0	0.0
103253	Elysium	Elysium is a movie and starring Jodie Foster and directed by Neill Blomkamp, of the genre <mask>.	 genre	 films	 film	 trilogy	 franchise	Action|Drama|Sci-Fi|IMAX	0.0	0.0
103266	Mr. Moto's Gamble	Mr. Moto's Gamble is a movie and starring Peter Lorre and directed by James Tinling, of the genre <mask>.	 genre	 films	 film	 fame	 movies	Crime|Drama|Mystery	0.0	0.0
103306	Europa Report	Europa Report is a movie and starring Embeth Davidtz and directed by Sebastián Cordero, of the genre <mask>.	 genre	 film	 films	 series	 fame	Sci-Fi|Thriller	0.0	0.0
103333	Blutzbrüdaz	Blutzbrüdaz is a movie and starring Mario Barth and directed by Özgür Yıldırım, of the genre <mask>.	 thriller	 comedy	 film	 genre	 drama	Comedy	0.0	1.0
103341	The World's End	The World's End is a movie and starring Eddie Marsan and directed by Edgar Wright, of the genre <mask>.	 genre	 film	 thriller	 trilogy	 films	Action|Comedy|Sci-Fi	0.0	0.0
103366	Redemption	Redemption is a movie and starring Jason Statham and directed by Steven Knight, of the genre <mask>.	 genre	 franchise	 film	 trilogy	 films	Action|Crime|Thriller	0.0	0.0
103372	The Heat	The Heat is a movie and starring Jane Curtin and directed by Paul Feig, of the genre <mask>.	 genre	 films	 film	 franchise	 series	Action|Comedy|Crime	0.0	0.0
103380	Very Important Person	Very Important Person is a movie and starring James Robertson Justice and directed by Ken Annakin, of the genre <mask>.	 genre	 films	 fame	 franchise	 series	Comedy|Drama	0.0	0.0
103384	The Lone Ranger	The Lone Ranger is a movie and starring Johnny Depp and directed by Gore Verbinski, of the genre <mask>.	 genre	 film	 franchise	 series	 films	Action|Adventure|Western|IMAX	0.0	0.0
1034	Freeway	Freeway is a movie and starring Reese Witherspoon and directed by Matthew Bright, of the genre <mask>.	 genre	 films	 film	 franchise	 fame	Comedy|Crime|Drama|Thriller	0.0	0.0
103449	Passion	Passion is a movie and starring Karoline Herfurth and directed by Brian De Palma, of the genre <mask>.	 films	 genre	 movies	 fame	 franchise	Crime|Drama|Mystery|Thriller	0.0	0.0
1035	The Sound of Music	The Sound of Music is a movie and starring Julie Andrews and directed by Robert Wise, of the genre <mask>.	 films	 film	 movies	 1978	 genre	Musical|Romance	0.0	0.0
103515	Along the Great Divide	Along the Great Divide is a movie and starring Kirk Douglas and directed by Raoul Walsh, of the genre <mask>.	 1978	 1959	 1968	 genre	 1979	Adventure|Romance|Western	0.0	0.0
103541	Thanks for Sharing	Thanks for Sharing is a movie and starring Gwyneth Paltrow and directed by Stuart Blumberg, of the genre <mask>.	 films	 genre	 fame	 franchise	 previously	Comedy|Drama	0.0	0.0
103549	What's in a Name?	What's in a Name? is a movie and starring Patrick Bruel and directed by Alexandre de La Patellière, of the genre <mask>.	 genre	 film	 cinema	 France	 series	Comedy	0.0	0.0
103554	A Hijacking	A Hijacking is a movie and starring Søren Malling and directed by Tobias Lindholm, of the genre <mask>.	 genre	 film	 films	 series	 franchise	Drama|Thriller	0.0	0.0
103576	Chu Chin Chow	Chu Chin Chow is a movie and starring Fritz Kortner and directed by Walter Forde, of the genre <mask>.	 genre	 1959	 variety	 1939	 1954	Comedy|Fantasy|Musical	0.0	0.0
